projectName,startDate,CID,PID,finishDate
Imports By Four Hands,19/01/2014,730378971,375890252,16/10/2029
Network Hardware Resale,07/01/1988,10456602,899181802,28/12/2028
GHR Systems,07/12/2009,770475366,994769139,23/12/2028
Air Methods,26/05/2012,733680576,121463422,31/10/2022
Key Information Systems,03/01/1986,202330270,23592836,08/06/2025
New Horizons Computer Learning Center of Miami,10/04/1997,514731534,101710882,01/03/2020
ScriptSave,19/05/2016,453157714,814192078,25/09/2029
WAV,30/11/2016,20546585,828874487,20/10/2021
MedAmicus,24/09/1995,712562041,166825077,20/03/2029
Terra Firma,04/12/2019,379005417,546346004,29/06/2027
Alden Systems,03/06/2013,130297076,153071872,27/07/2022
Cambridge Home Health Care,20/11/1986,953622490,642918450,17/01/2027
VoiceLog,03/05/1998,27264443,291797711,20/11/2027
IVCi,25/01/2003,557587039,506158148,17/08/2027
Strategic Management Initiatives,12/01/1989,296851697,76393212,26/02/2026
Spenser Communications,29/12/2006,831905738,540788499,05/09/2026
Sea Fox Boat,27/06/1989,279223868,845430312,01/02/2029
Cardinal Cartridge,22/08/1988,532328142,495129990,04/05/2029
Pinnacle Staffing,04/05/1998,469158203,106833907,07/10/2030
Morgan Research,16/11/2009,765644808,108674727,19/03/2025
Genex Technologies,17/02/2011,887807068,381761939,26/03/2030
North American Theatrix,09/01/1998,818936584,707919331,02/01/2029
USA Instruments,21/05/2019,230584592,69578090,17/07/2028
Denali Ventures,22/04/2019,410846169,621017296,10/09/2028
Cherokee Information Services,26/12/1988,255054277,359991867,08/06/2030
Synovis Life Technologies,11/04/2000,875380763,534365926,20/07/2026
Palm Beach Tan,23/06/1991,755521968,680306470,09/05/2021
ELMCO,13/07/1990,597981402,826196699,01/01/2020
Cardinal Cartridge,17/02/2006,635323975,460889889,07/08/2020
Ford Motor Co.,27/06/2002,941950343,829312395,17/08/2023
Intel Corp.,19/09/2015,17763883,167437017,14/12/2022
Limited Brands,27/04/1991,441931808,455395171,18/02/2022
SourceGear,21/04/1997,462517137,332490370,29/08/2020
Verizon Communications,28/10/2015,786972758,136599811,09/11/2020
MedAmicus,02/09/1981,820834534,929647307,10/09/2021
Questar Capital,19/07/1992,630715278,626303315,30/10/2026
MQ Software,07/11/2017,523358657,71793801,29/06/2025
SPS Commerce,05/10/1993,959364380,1516408,03/12/2023
NoBrainerBlinds.com,01/09/1986,644052952,533684127,24/07/2023
MQ Software,30/07/2001,400430351,316408676,15/06/2025
Business Plus Corporation,31/01/2016,323790711,341446334,09/06/2029
Navigator Systems,14/08/2013,557034923,137851586,19/07/2030
BioReliance,13/09/2003,510821467,988139338,01/06/2022
Abdon Callais Offshore,10/05/1997,340756922,74706790,07/02/2022
Security Mortgage Group,09/09/2011,618370487,855772859,05/10/2029
Dell Computer Corp.,29/10/2008,47333349,550875923,20/10/2020
Data Warehouse,19/07/1990,660626240,315472986,09/07/2029
American Service Systems,15/02/2013,741955245,184349169,22/09/2020
Viacom,15/03/2014,894034064,864846663,18/01/2022
Spotfire Holdings,01/01/1988,976998395,699301394,07/07/2021
Angie's List,02/01/1992,878022883,175875592,31/08/2020
Atlantic Credit & Finance,20/03/1997,137296183,475914034,24/04/2028
Kroger Co.,11/10/1987,87207224,810260050,17/07/2027
Kmart Corp.,28/08/1996,104127455,618739548,18/08/2022
Capital Bank,11/08/2019,374275578,88322046,20/03/2028
Quality Assured Services,26/05/1983,915402634,346326476,22/05/2024
Advanced Internet Technologies,16/02/2002,281398865,123927252,06/12/2025
Network Hardware Resale,03/06/1984,11320034,862767683,09/03/2030
Southern Financial Bancorp,28/06/1995,392376317,572927884,27/01/2024
Morgan Stanley Dean Witter & Co.,11/11/2004,574164976,848365123,08/03/2030
Kia Motors Corp.,17/01/1994,306926580,940056051,17/08/2026
Larkin Enterprises,04/10/2000,300483747,948260293,29/11/2029
Schering-Plough Corp.,06/02/2003,585109070,267236287,20/04/2022
Grant Harrison Advertising,22/10/1980,388666327,849606231,31/03/2028
Summit Energy,30/03/1980,504388959,676082478,24/07/2029
CCF Holding,08/10/2019,998625181,313755713,22/02/2024
Monitronics International,16/06/1990,64510686,863850357,05/09/2021
Alogent,22/11/1985,2353609,477675956,20/04/2024
Capital Crossing Bank,23/01/1983,931249443,549410326,12/02/2022
Partnership in Building,20/02/1981,287830440,872793225,01/11/2025
Ogio International,10/04/2003,449005343,438828795,06/09/2025
Hat World,30/12/2013,114784349,623011038,13/03/2020
Spinnaker Exploration,18/12/1998,739182934,543518060,12/01/2021
Atlantic Credit & Finance,16/05/2019,768632572,135417314,27/04/2029
SourceGear,21/11/1984,772846077,420036129,21/04/2028
Portage Environmental,12/03/2016,74802596,821443052,24/09/2030
Strategic Management Initiatives,24/06/2001,263263487,378579687,08/05/2022
Diamond Group,19/03/1987,773515624,515815981,29/06/2024
Typhoon,12/01/2002,824347011,31862504,29/10/2026
TALX,30/08/1997,789513645,515351779,12/04/2028
MedSource Consulting,09/02/2015,843587779,409546454,03/01/2023
Tilson Landscape,16/11/1988,739650678,534989029,25/04/2027
Investment Scorecard,30/11/2019,310670788,561292542,18/03/2029
Mosaic,31/07/1980,877776445,553437889,05/05/2024
TechRX,26/11/1987,915346253,394732439,11/08/2022
I.T.S.,27/02/2007,224313023,248585261,03/03/2022
Nature's Cure,21/01/2014,670483171,195491841,19/04/2023
Conquest Systems,12/06/2014,867201637,82228893,23/03/2026
Omega Insurance Services,19/12/1988,760789722,727926954,17/12/2026
Linac Systems,09/09/2013,655364371,819252698,15/01/2021
Socket Internet,26/11/2018,348120065,25596313,08/05/2020
KSJ & Associates,04/07/1994,750084131,148539323,19/10/2027
Hershey Foods Corp.,26/03/1984,668454603,641092767,27/09/2029
Escalade,11/09/2015,25527047,457267602,03/04/2024
SCI,17/06/2014,399028735,412785177,03/01/2026
G.A. Beck Artistic Services,02/10/2017,697062210,888066568,19/08/2021
Kia Motors Corp.,16/06/1996,470194431,66002960,21/08/2029
StoneTech Professional,09/01/1982,600829396,454384816,25/04/2023
Aloha NY Systems,15/05/2016,66812561,785770038,03/03/2029
Alogent,08/11/2011,978622339,927694593,26/11/2029
Brandt Information Services,29/10/1981,751265903,258600448,20/03/2020
Adolph Coors Co.,11/02/1987,542972942,975627729,02/09/2030
Capitol Bancorp,11/09/1994,517232420,239877624,20/03/2024
Jolly Enterprises,21/10/2013,486845794,450130615,24/02/2030
Networking Technologies and Support,01/09/1986,12858216,987338917,10/09/2028
Clorox Co.,04/03/2009,489256782,186016460,23/07/2021
Execuscribe,14/05/1981,305914212,612924329,22/05/2022
First American Equipment Finance,11/10/1990,979071475,633497242,09/06/2024
Labrada Nutrition,21/05/1980,481409297,495960,07/12/2021
Mars Inc.,25/04/1981,893588103,176781187,03/07/2023
Wells Financial,30/11/1981,782257320,307767814,21/03/2030
Homebuilders Financial Network,22/08/2014,144941365,920775651,10/11/2020
Saks Inc.,25/02/2008,604372396,147665047,04/07/2028
ProClarity,07/12/2003,801413666,339246717,06/02/2025
Diamond Technologies,18/09/1994,943230873,770578593,11/08/2026
IntegraMed America,26/11/1989,521711058,823830659,10/04/2022
Angie's List,29/04/2007,689998826,323841013,04/04/2023
Alliance of Professionals & Consultants,10/12/1984,498889106,163991182,20/05/2027
PSC Info Group,11/07/2011,977447380,855413572,04/12/2029
Analytics Operations Engineering,19/11/1980,456148107,439085631,28/07/2029
TLS Service Bureau,19/02/1996,634252510,834673062,26/04/2030
CIW Services,25/08/2009,5238462,243219848,03/07/2029
E Commerce Group Products,29/07/2015,579562497,793438094,25/07/2025
Home Depot,29/03/1991,707661037,263132334,23/04/2022
Sprint Corp.,09/03/1987,385684834,509539659,22/03/2023
Asta Funding,10/03/1990,454626965,45845793,20/10/2030
Progressive Designs,17/11/1982,48094308,784765212,14/03/2026
Canterbury Park,02/09/1999,67959594,641081519,05/02/2020
Vesta,22/11/2011,438194365,432716729,20/05/2021
Pinnacle Staffing,27/03/1994,297725902,883489776,28/08/2023
Painted Word,31/07/2004,939229155,814699450,24/05/2028
Integrity Staffing Solutions,17/02/1986,609019598,729253735,28/01/2027
Black Mountain Management,27/07/2002,199371780,481466089,16/12/2027
Bradley Pharmaceuticals,13/10/1990,244821834,241685623,16/12/2027
Gold Crest Distributing,03/03/1983,806362250,41727061,27/06/2023
Wal-Mart Stores,09/11/2016,99714237,317187885,27/07/2030
Smartronix,26/06/2018,33149345,457882462,23/06/2022
ACS International Resources,13/08/2010,827639625,225483189,24/02/2026
PepsiCo,11/03/1984,330706658,193528914,25/08/2026
Electrical Solutions,27/11/1983,111200636,325062010,15/04/2029
Iris Software,21/01/2008,905620220,568308855,26/02/2029
IntegraMed America,09/09/2015,974538337,500167854,31/08/2026
Capella Education,30/07/2017,304922228,911572877,22/05/2026
Hospital Solutions,07/03/2015,71969994,681303618,10/06/2028
ScripNet,04/08/1986,686522349,517619731,17/01/2028
Kia Motors Corp.,25/09/1999,276029091,549056930,02/04/2030
Clover Technologies Group,26/09/1998,192262745,318262373,05/03/2021
Business Plus Corporation,15/07/2000,433326467,733012075,25/11/2026
QSS Group,21/01/2008,926892377,907464072,11/08/2029
WorldCom,25/07/2016,172302238,132706421,20/10/2026
Prosperity Bancshares,22/01/1988,980127037,769825534,26/05/2029
Kia Motors Corp.,31/01/1998,181268945,749970738,13/10/2024
Automated License Systems,04/09/1995,560209482,795394747,19/07/2022
St. Mary Land & Exploration,24/02/2001,532488484,287752683,18/04/2027
Market First,15/09/1984,168233256,68580949,09/10/2025
Market First,16/12/1983,237710115,223757089,11/06/2028
Progressive Medical,23/02/1988,374324010,820560470,09/01/2026
Sony Corp.,16/01/1992,890981200,356328743,20/04/2022
Harrison & Shriftman,28/02/1986,292149380,837078482,28/03/2021
Heartland Payment Systems,31/05/2015,534950742,568769329,19/03/2025
Auction Systems Auctioneers & Appraisers,05/08/1982,642509274,974100497,29/01/2021
SSCI,02/12/2010,922272479,358877390,19/10/2027
Estee Lauder Cos.,07/12/2013,303846976,884440121,08/08/2026
SYS-CON Media,09/12/2013,338643366,988801925,16/01/2024
FSF Financial,18/02/1991,715557392,503394786,03/10/2021
Elite Computers & Software,16/07/2002,827761255,499351839,01/01/2026
Authoria,23/04/1987,821358629,815814907,07/01/2028
Accurate Autobody,02/09/2018,940793556,75532289,05/08/2027
Nike,25/02/1994,580380969,295642121,14/02/2029
Paisley Consulting,29/08/1991,862662804,126302457,27/07/2022
Fiber Network Solutions,27/12/1991,975191029,35702888,12/12/2021
Monitronics International,09/08/2015,985169052,809586651,23/06/2029
TLS Service Bureau,29/04/2007,279880170,480594497,09/03/2029
GRT,25/10/2006,693655515,710852261,02/06/2026
Home Depot,13/11/1988,398724643,178408475,18/11/2022
Gillani,26/01/2006,774316858,541142602,06/12/2025
Lydian Trust,15/08/1987,522440111,296193572,21/03/2021
Best Buy Co.,13/03/1988,541103835,933016788,02/05/2021
USA Environmental Management,14/07/1995,41112104,570001943,07/06/2028
Infinity Software Development,04/03/2007,570773484,792632555,25/03/2027
Larkin Enterprises,04/09/1994,406775967,983082139,01/07/2029
Jewett-Cameron Trading,23/12/1987,91688189,288044049,05/07/2022
Typhoon,30/08/2019,130295132,71230627,06/12/2027
Horizon Consulting,19/05/1997,362880826,541797011,14/11/2023
Aloha NY Systems,07/02/1987,72228722,623124392,18/04/2020
Prometheus Laboratories,05/07/1983,55632054,127416766,05/05/2026
Kingland Companies,07/10/2012,718520303,483828937,03/06/2026
Shuffle Master,18/05/2006,268620770,896701104,20/07/2024
Custom Solutions International,02/03/2012,604853098,724344797,24/02/2026
Perfect Order,01/08/1990,711856412,698528711,26/03/2030
Bowman Consulting Group,08/07/1983,459212410,62020830,09/03/2023
Biosite,06/08/1985,961597761,362960250,14/09/2022
Infinity Software Development,06/02/2003,155322109,416210697,02/12/2021
Kroger Co.,22/09/1992,298345877,533520337,28/02/2029
Young Innovations,19/08/2008,805382808,115685333,02/06/2025
Meridian Gold,16/05/2008,283162798,331836685,30/06/2027
Pfizer,21/05/2002,820973870,216114849,25/02/2027
"Sears, Roebuck & Co.",24/07/2002,298111707,691144128,08/01/2024
Virbac,28/01/1990,325983487,729879881,17/01/2021
Yash Technologies,17/03/1997,277208583,364186692,03/07/2030
Advertising Ventures,16/04/1984,333367353,268614263,27/10/2024
Diversitech,19/12/2014,579138786,539877128,19/02/2022
Anheuser-Busch Cos.,01/07/1996,91796848,504746776,19/09/2026
Blue Pumpkin Software,25/11/1982,597963106,211963291,15/02/2022
Joe Lombardo Plumbing + Heating of Rockland,04/09/1991,773304702,510922586,26/11/2029
Horizon Consulting,17/05/2002,396048407,870795812,25/11/2024
Allegiant Bancorp,29/02/2000,224424868,493038533,02/09/2030
Herbeau Creations of America,03/03/2009,438209863,50224515,21/01/2026
Sequoia System International,31/08/2002,217295789,436397685,27/03/2029
TLS Service Bureau,05/06/2001,385227256,259763785,24/02/2020
Hat World,23/04/1993,808733263,992122096,17/04/2025
Best Buy Co.,09/05/2003,794553936,336774296,18/01/2029
Market First,12/04/1990,455971333,721955042,24/10/2020
Black Mountain Management,13/04/1988,265977584,346626681,11/11/2029
SSCI,11/06/2019,597388453,570346217,03/04/2030
Gentra Systems,22/03/2003,186748699,135827827,15/10/2030
PSC Info Group,20/08/1995,692148990,418583342,19/07/2029
Third Millennium Telecommunications,18/02/1999,860799518,958555987,26/07/2024
Urstadt Biddle Properties,12/05/2005,626432836,753285686,09/07/2024
Viacom,03/10/1985,267739880,629523762,19/04/2030
News Corp.,25/11/1998,741254222,281421525,03/10/2025
Cynergy Data,06/12/1981,403028450,321317370,01/06/2028
Zaiq Technologies,17/09/1985,167627189,712632481,22/09/2021
Street Glow,26/06/1993,113754320,717194997,29/01/2023
Genghis Grill,30/04/1991,628982269,358269091,05/11/2021
GHR Systems,03/04/1993,634095050,728522108,09/02/2021
HealthScribe,18/05/1994,77246280,168790638,20/01/2020
Uniserve Facilities Services,01/08/2005,374373128,925500319,14/04/2030
Prosum,24/01/1987,747689945,24586766,08/04/2023
Sea Fox Boat,25/09/2017,367792094,580511152,15/10/2021
Hi-Tech Pharmacal,31/10/2014,680299117,929441665,05/10/2030
Bio-Reference Labs,13/04/2016,368708001,981864530,06/08/2027
Telepoint Communications,28/05/1991,58738715,114995425,10/07/2025
Mindworks,20/09/1994,360578793,228447336,26/05/2026
Mattel,17/05/1988,306114551,596654552,17/09/2023
CyberThink,24/06/2005,793368801,517089744,07/06/2022
Spinnaker Exploration,03/04/2009,342760980,298307265,25/09/2027
Vertex Solutions,17/05/1989,89627976,457915265,03/02/2024
Herbeau Creations of America,12/12/1985,837411839,162610626,11/09/2026
Bedford Bancshares,23/03/2005,619771543,790121408,24/09/2024
MRE Consulting,12/01/1990,835182694,436775453,03/10/2029
Visa International,12/09/2006,699713180,770401582,08/12/2029
J.C. Penney Corp.,07/12/1989,930514322,802063787,03/05/2027
Pragmatech Software,04/11/2003,967363714,211230952,10/07/2027
Teamstudio,22/01/2005,468215864,351053555,03/10/2029
Infinity Software Development,10/08/2015,889118264,260260786,07/01/2028
School Technology Management,13/10/2011,852168453,425959504,27/09/2021
Abatix,31/05/1996,174926889,257401668,17/12/2024
Enterprise Computing Solutions,10/01/1983,621649316,587944806,13/08/2023
eCopy,09/03/1982,617868762,528156203,25/02/2026
Network Display,26/07/2010,47110397,180101602,17/11/2021
Synhrgy HR Technologies,10/01/1999,104843111,478176529,28/07/2030
Trainersoft,23/06/1981,829606810,603398121,02/04/2020
Caliber Collision Centers,01/03/2008,663483975,880099758,02/08/2028
Homebuilders Financial Network,09/02/1984,831094604,885448928,04/06/2029
MicroTek,01/12/2012,372252857,209100304,11/04/2027
Mars Inc.,16/07/1994,407294534,734928201,10/10/2021
CookTek,17/12/2015,593620878,18340427,19/12/2022
Teamstudio,13/06/1995,413325519,43368161,20/01/2028
MedAmicus,08/09/1994,39375208,105948107,23/11/2026
Kramont Realty Trust,31/08/1989,104678167,926981746,11/10/2028
Pearl Law Group,14/01/1996,478212858,295436951,07/09/2026
Escalade,06/07/2015,496159286,310795202,05/08/2026
Exinom Technologies,29/02/2004,560232289,613176535,08/08/2028
Tilson Landscape,29/04/1987,148898110,861374054,26/06/2025
Virtual Meeting Strategies,04/08/2014,256872712,404886139,02/10/2021
Active Services,07/10/2014,807965291,853170713,10/05/2024
Verizon Communications,26/09/2004,433867064,266241916,09/04/2026
Marlabs,11/11/2011,283024834,240161117,05/12/2020
Timberlane Woodcrafters,12/10/2008,901900642,533669654,04/10/2030
Simply Certificates,18/11/2003,689029684,232630321,09/10/2029
America's Choice Healthplans,12/06/2016,772287888,959903954,30/09/2027
ScripNet,12/12/1999,949969806,161630226,23/12/2027
Cendant Corp.,11/03/2018,603792860,92692948,27/03/2025
Cendant Corp.,03/01/1985,163907793,894343767,11/11/2026
Custom Solutions International,08/04/1992,432361339,226429013,15/06/2030
Technology and Management Associates,24/07/2007,656376976,930325977,18/04/2026
Phoenix Rehabilitation and Health Services,20/02/2013,741188136,902464142,29/01/2030
Dancor,18/02/1980,151124844,160999972,27/04/2023
AC Technologies,17/11/2013,128369968,493323267,23/02/2021
S.C. Johnson & Son,02/04/1981,313497508,541588154,21/08/2020
Evinco,26/04/1992,154501416,250675304,04/12/2020
Nature's Cure,06/08/2018,615876891,436458733,24/09/2026
Prosum,20/10/2017,218410301,77048000,10/01/2021
ORI Services,02/06/2004,693174165,990123665,11/06/2030
