projectName,startDate,CID,PID
fishing,29/09/1996,52133025,116164765
passenger,30/09/1996,704395850,450383905
guest,01/10/1996,83485251,994918398
promotion,02/10/1996,375775730,851406088
idea,03/10/1996,376959345,704137352
owner,04/10/1996,417006924,998535859
recipe,05/10/1996,482642071,187191760
economics,06/10/1996,176272329,977429813
guest,07/10/1996,805621422,776713073
courage,08/10/1996,915270313,718144958
driver,09/10/1996,841549068,539144348
device,10/10/1996,747973374,240800281
aspect,11/10/1996,586347978,714506943
inspector,12/10/1996,667817903,341571953
trainer,13/10/1996,475079556,608623461
strategy,14/10/1996,2958778,846078924
agency,15/10/1996,444602742,48852259
dealer,16/10/1996,251777025,934017388
love,17/10/1996,82367719,330831765
length,18/10/1996,791874258,324608579
article,19/10/1996,840182659,856071502
writer,20/10/1996,23364993,159063449
apple,21/10/1996,902289636,279614890
employer,22/10/1996,251486233,893931646
emphasis,23/10/1996,784156017,705992319
storage,24/10/1996,140691717,562215872
message,25/10/1996,370440483,336284084
reception,26/10/1996,46990634,521087144
chemistry,27/10/1996,16774262,153202772
fortune,28/10/1996,324249056,478586933
tongue,29/10/1996,963551477,368046834
arrival,30/10/1996,676978173,569833522
historian,31/10/1996,215430511,354856367
queen,01/11/1996,718141373,236452870
editor,02/11/1996,901649005,308385356
church,03/11/1996,735704411,52647995
height,04/11/1996,592522623,343496548
passenger,05/11/1996,2230684,549480495
night,06/11/1996,708142454,996341933
way,07/11/1996,515509270,934645532
basis,08/11/1996,551147260,627136633
system,09/11/1996,96515205,326357336
inflation,10/11/1996,971527654,543882448
road,11/11/1996,20251323,331077118
marketing,12/11/1996,284545031,293659538
chocolate,13/11/1996,206701288,181456687
photo,14/11/1996,344594417,321150908
artisan,15/11/1996,623523821,292531354
lab,16/11/1996,179034020,868261047
clothes,17/11/1996,118166746,972054732
ambition,18/11/1996,263870401,368650670
wood,19/11/1996,307652215,170028418
thought,20/11/1996,397884849,287989662
bonus,21/11/1996,927627731,425821873
awareness,22/11/1996,713402654,956564271
signature,23/11/1996,129198085,733006817
menu,24/11/1996,998586926,484521259
classroom,25/11/1996,238361635,715813712
family,26/11/1996,331196517,904397199
reception,27/11/1996,823113981,963994735
judgment,28/11/1996,503267361,541377750
town,29/11/1996,318616057,783986683
child,30/11/1996,145155939,190918120
session,01/12/1996,716959073,970937900
steak,02/12/1996,595337786,961410333
shirt,03/12/1996,906327556,421865571
video,04/12/1996,879250622,52485600
extent,05/12/1996,328745009,109587511
recipe,06/12/1996,942760514,635817907
dinner,07/12/1996,68829037,230920268
tea,08/12/1996,790491367,350346758
contract,09/12/1996,917489689,64865387
student,10/12/1996,329358209,571463146
heart,11/12/1996,1484838,810606461
potato,12/12/1996,831136869,338002606
topic,13/12/1996,414887697,53115442
math,14/12/1996,135092364,456164385
poetry,15/12/1996,199291546,863826584
studio,16/12/1996,665851092,126833751
internet,17/12/1996,534366762,673139110
guitar,18/12/1996,328387155,682323559
dealer,19/12/1996,889617250,763138575
storage,20/12/1996,922388519,357831853
media,21/12/1996,261771346,148754744
language,22/12/1996,721475304,999357206
ad,23/12/1996,669424353,21176054
mixture,24/12/1996,108634512,379781498
reading,25/12/1996,733874802,269236961
engine,26/12/1996,367589971,680999253
newspaper,27/12/1996,657022520,390450248
bread,28/12/1996,521082400,567403732
breath,29/12/1996,470579967,476596177
dirt,30/12/1996,803212276,774898747
flight,31/12/1996,83019693,268596590
lake,01/01/1997,398973892,568688556
virus,02/01/1997,268529900,99841544
passenger,03/01/1997,100158818,45084242
speech,04/01/1997,821692,369618504
person,05/01/1997,360117917,30429742
sir,06/01/1997,595206199,710823250
artisan,07/01/1997,52133025,486286157
historian,08/01/1997,704395850,37989390
cheek,09/01/1997,83485251,190894565
basket,10/01/1997,375775730,968376200
user,11/01/1997,376959345,877802414
manager,12/01/1997,417006924,955760874
movie,13/01/1997,482642071,810983492
tea,14/01/1997,176272329,311750755
blood,15/01/1997,805621422,873454356
variation,16/01/1997,915270313,729640384
priority,17/01/1997,841549068,672343023
poem,18/01/1997,747973374,901112015
chocolate,19/01/1997,586347978,234899328
republic,20/01/1997,667817903,924929646
election,21/01/1997,475079556,860519643
emphasis,22/01/1997,2958778,470475688
writer,23/01/1997,444602742,320628148
fishing,24/01/1997,251777025,685952841
grocery,25/01/1997,82367719,187120751
employer,26/01/1997,791874258,57184464
driver,27/01/1997,840182659,51761790
guidance,28/01/1997,23364993,543882329
finding,29/01/1997,902289636,429166844
lake,30/01/1997,251486233,944786587
mall,31/01/1997,784156017,591368405
dinner,01/02/1997,140691717,744626909
ability,02/02/1997,370440483,984312427
art,03/02/1997,46990634,718653819
ad,04/02/1997,16774262,129673783
depth,05/02/1997,324249056,418019287
strategy,06/02/1997,963551477,319095932
accident,07/02/1997,676978173,478315386
society,08/02/1997,215430511,986691743
people,09/02/1997,718141373,63546993
tooth,10/02/1997,901649005,255991465
basis,11/02/1997,735704411,368219986
pizza,12/02/1997,592522623,460202384
person,13/02/1997,2230684,641224252
statement,14/02/1997,708142454,628266485
chemistry,15/02/1997,515509270,532831383
child,16/02/1997,551147260,654184267
death,17/02/1997,96515205,228149512
history,18/02/1997,971527654,632229661
airport,19/02/1997,20251323,559067906
homework,20/02/1997,284545031,733974591
soup,21/02/1997,206701288,105488257
language,22/02/1997,344594417,371396246
country,23/02/1997,623523821,864872023
client,24/02/1997,179034020,691112431
internet,25/02/1997,118166746,444468897
volume,26/02/1997,263870401,939892796
user,27/02/1997,307652215,712559151
attention,28/02/1997,397884849,202565978
procedure,01/03/1997,927627731,847818322
funeral,02/03/1997,713402654,262810316
injury,03/03/1997,129198085,565276227
judgment,04/03/1997,998586926,906432965
oven,05/03/1997,238361635,531111841
story,06/03/1997,331196517,940863133
republic,07/03/1997,823113981,87550711
emotion,08/03/1997,503267361,871624231
theory,09/03/1997,318616057,696666766
area,10/03/1997,145155939,459935300
drama,11/03/1997,716959073,738546978
scene,12/03/1997,595337786,434364658
cigarette,13/03/1997,906327556,244257258
device,14/03/1997,879250622,284499047
activity,15/03/1997,328745009,845324825
freedom,16/03/1997,942760514,11671292
hospital,17/03/1997,68829037,312703478
presence,18/03/1997,790491367,44975186
orange,19/03/1997,917489689,289248460
anxiety,20/03/1997,329358209,848466545
lake,21/03/1997,1484838,101590399
alcohol,22/03/1997,831136869,203019405
church,23/03/1997,414887697,674622219
hair,24/03/1997,135092364,281261769
fact,25/03/1997,199291546,821748515
newspaper,26/03/1997,665851092,491936972
actor,27/03/1997,534366762,755502573
attention,28/03/1997,328387155,476761824
goal,29/03/1997,889617250,338001495
truth,30/03/1997,922388519,117745734
leader,31/03/1997,261771346,329224959
event,01/04/1997,721475304,857220263
growth,02/04/1997,669424353,67896096
location,03/04/1997,108634512,522410725
driver,04/04/1997,733874802,198488487
bedroom,05/04/1997,367589971,886819366
hall,06/04/1997,657022520,283182355
reality,07/04/1997,521082400,599277480
attitude,08/04/1997,470579967,234196360
affair,09/04/1997,803212276,145393509
pie,10/04/1997,83019693,55252761
solution,11/04/1997,398973892,732573233
database,12/04/1997,268529900,438691050
message,13/04/1997,100158818,601461643
menu,14/04/1997,821692,20666643
airport,15/04/1997,360117917,618991816
throat,16/04/1997,595206199,550388868
fishing,17/04/1997,52133025,328999155
passenger,18/04/1997,704395850,12934832
guest,19/04/1997,83485251,790264387
promotion,20/04/1997,375775730,419810289
idea,21/04/1997,376959345,374947933
owner,22/04/1997,417006924,113947418
recipe,23/04/1997,482642071,285751048
economics,24/04/1997,176272329,183889381
guest,25/04/1997,805621422,651902769
courage,26/04/1997,915270313,758200487
driver,27/04/1997,841549068,224662311
device,28/04/1997,747973374,87978291
aspect,29/04/1997,586347978,197720393
inspector,30/04/1997,667817903,847978095
trainer,01/05/1997,475079556,763200035
strategy,02/05/1997,2958778,740604612
agency,03/05/1997,444602742,630088651
dealer,04/05/1997,251777025,698072684
love,05/05/1997,82367719,414950160
length,06/05/1997,791874258,579916998
article,07/05/1997,840182659,618558716
writer,08/05/1997,23364993,785428912
apple,09/05/1997,902289636,34983895
employer,10/05/1997,251486233,246559877
emphasis,11/05/1997,784156017,999648214
storage,12/05/1997,140691717,446092479
message,13/05/1997,370440483,742379326
reception,14/05/1997,46990634,29183567
chemistry,15/05/1997,16774262,731248899
fortune,16/05/1997,324249056,14540655
tongue,17/05/1997,963551477,576640097
arrival,18/05/1997,676978173,456350447
historian,19/05/1997,215430511,830964560
queen,20/05/1997,718141373,672371003
editor,21/05/1997,901649005,866831438
church,22/05/1997,735704411,839429484
height,23/05/1997,592522623,910768455
passenger,24/05/1997,2230684,198735988
night,25/05/1997,708142454,67318068
way,26/05/1997,515509270,803971362
basis,27/05/1997,551147260,995030286
system,28/05/1997,96515205,847156600
inflation,29/05/1997,971527654,434986362
road,30/05/1997,20251323,711303642
marketing,31/05/1997,284545031,454958595
chocolate,01/06/1997,206701288,214962113
photo,02/06/1997,344594417,180917675
artisan,03/06/1997,623523821,248456058
lab,04/06/1997,179034020,108328730
clothes,05/06/1997,118166746,666568642
ambition,06/06/1997,263870401,495260621
wood,07/06/1997,307652215,589845634
thought,08/06/1997,397884849,594554228
bonus,09/06/1997,927627731,369104223
awareness,10/06/1997,713402654,925017433
signature,11/06/1997,129198085,725061890
menu,12/06/1997,998586926,723611323
classroom,13/06/1997,238361635,278586583
family,14/06/1997,331196517,215952620
reception,15/06/1997,823113981,554383936
judgment,16/06/1997,503267361,649768606
town,17/06/1997,318616057,284658880
child,18/06/1997,145155939,891313187
session,19/06/1997,716959073,427258634
steak,20/06/1997,595337786,275651214
shirt,21/06/1997,906327556,730607469
video,22/06/1997,879250622,324027460
extent,23/06/1997,328745009,675150266
recipe,24/06/1997,942760514,286787520
dinner,25/06/1997,68829037,969214011
tea,26/06/1997,790491367,775073495
contract,27/06/1997,917489689,167975345
student,28/06/1997,329358209,774695055
heart,29/06/1997,1484838,689088857
potato,30/06/1997,831136869,295583545
topic,01/07/1997,414887697,398344666
math,02/07/1997,135092364,631044243
poetry,03/07/1997,199291546,788284974
studio,04/07/1997,665851092,305842995
internet,05/07/1997,534366762,547171420
guitar,06/07/1997,328387155,698165180
dealer,07/07/1997,889617250,245058634
storage,08/07/1997,922388519,839785132
media,09/07/1997,261771346,933078574
language,10/07/1997,721475304,213230032
ad,11/07/1997,669424353,586705484
mixture,12/07/1997,108634512,720584490
reading,13/07/1997,733874802,33580599
engine,14/07/1997,367589971,123154997
newspaper,15/07/1997,657022520,244708463
bread,16/07/1997,521082400,305999733
breath,17/07/1997,470579967,191167455
dirt,18/07/1997,803212276,802640875
flight,19/07/1997,83019693,355818869
lake,20/07/1997,398973892,245841627
virus,21/07/1997,268529900,184808435
passenger,22/07/1997,100158818,711766246
speech,23/07/1997,821692,702822597
person,24/07/1997,360117917,45247834
sir,25/07/1997,595206199,663363706
artisan,26/07/1997,52133025,245295758
historian,27/07/1997,704395850,426486941
cheek,28/07/1997,83485251,291051945
basket,29/07/1997,375775730,286504874
user,30/07/1997,376959345,237934017
manager,31/07/1997,417006924,692060905
movie,01/08/1997,482642071,290581533
tea,02/08/1997,176272329,413208011
blood,03/08/1997,805621422,54864854
variation,04/08/1997,915270313,834609512
priority,05/08/1997,841549068,45445395
poem,06/08/1997,747973374,937661316
chocolate,07/08/1997,586347978,175183704
republic,08/08/1997,667817903,782653999
election,09/08/1997,475079556,543719647
emphasis,10/08/1997,2958778,478737531
writer,11/08/1997,444602742,333580438
fishing,12/08/1997,251777025,923899050
grocery,13/08/1997,82367719,403581233
employer,14/08/1997,791874258,445616632
driver,15/08/1997,840182659,846194646
guidance,16/08/1997,23364993,931185550
finding,17/08/1997,902289636,392285836
lake,18/08/1997,251486233,672946330
mall,19/08/1997,784156017,222591236
dinner,20/08/1997,140691717,317722087
ability,21/08/1997,370440483,992249249
art,22/08/1997,46990634,310938466
ad,23/08/1997,16774262,869136653
depth,24/08/1997,324249056,930212510
strategy,25/08/1997,963551477,293744091
accident,26/08/1997,676978173,528949291
society,27/08/1997,215430511,673331664
people,28/08/1997,718141373,173917018
tooth,29/08/1997,901649005,853048440
basis,30/08/1997,735704411,632871068
pizza,31/08/1997,592522623,392881784
person,01/09/1997,2230684,161931785
statement,02/09/1997,708142454,428487539
chemistry,03/09/1997,515509270,75693067
child,04/09/1997,551147260,87576505
death,05/09/1997,96515205,289401642
history,06/09/1997,971527654,90906665
airport,07/09/1997,20251323,842179732
homework,08/09/1997,284545031,540028063
soup,09/09/1997,206701288,233529369
language,10/09/1997,344594417,497305313
country,11/09/1997,623523821,937147623
client,12/09/1997,179034020,340188844
internet,13/09/1997,118166746,53229941
volume,14/09/1997,263870401,298708971
user,15/09/1997,307652215,371959651
attention,16/09/1997,397884849,915765595
procedure,17/09/1997,927627731,14591249
funeral,18/09/1997,713402654,900827609
injury,19/09/1997,129198085,748697476
judgment,20/09/1997,998586926,738482038
oven,21/09/1997,238361635,670509956
story,22/09/1997,331196517,541924847
republic,23/09/1997,823113981,852248111
emotion,24/09/1997,503267361,473248790
theory,25/09/1997,318616057,885747257
area,26/09/1997,145155939,945922524
drama,27/09/1997,716959073,984721712
scene,28/09/1997,595337786,473176704
cigarette,29/09/1997,906327556,464878429
device,30/09/1997,879250622,819845905
activity,01/10/1997,328745009,403665307
freedom,02/10/1997,942760514,663439731
hospital,03/10/1997,68829037,783315650
presence,04/10/1997,790491367,531789130
orange,05/10/1997,917489689,826204951
anxiety,06/10/1997,329358209,217851828
lake,07/10/1997,1484838,806550543
alcohol,08/10/1997,831136869,474451934
church,09/10/1997,414887697,935538291
hair,10/10/1997,135092364,430455124
fact,11/10/1997,199291546,320563684
newspaper,12/10/1997,665851092,964452340
actor,13/10/1997,534366762,113212023
attention,14/10/1997,328387155,96864302
goal,15/10/1997,889617250,790421949
